     Energy       Flux            PL            PC          PL45        1-|PL|
1.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
2.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
3.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
4.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
5.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
6.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
7.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
8.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
9.00000e+00  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.00000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.10000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.20000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.30000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.40000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.50000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.60000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.70000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.80000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
1.90000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
2.00000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
2.10000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
2.20000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
2.30000e+01  0.000e+00  0.000000e+00  0.000000e+00 -0.000000e+00  1.000000e+00
